Outcome Date,Name,Species,Primary Breed,Sex,Primary Color,Age (Months),Altered,Altered before arrival,Outcome Type,Intake Date,Intake Type,length_of_stay,Intake Type Grouped
2021-01-01,Nova,Cat,Domestic Shorthair,Female,Brown,48,No,Yes,Adoption,2020-12-17,Owner/Guardian Surrender,15,Owner/Guardian Surrender
2021-01-01,Tinsel,Cat,Domestic Longhair,Female,Black,3,Yes,No,Adoption,2020-12-04,Stray,28,Stray
2021-01-01,Mustard,Cat,Domestic Shorthair,Male,Orange,5,Yes,No,Adoption,2020-12-03,Stray,29,Stray
2021-01-01,Dionne,Cat,Domestic Shorthair,Female,Grey,3,Yes,No,Adoption,2020-12-28,Stray,4,Stray
2021-01-01,Ranger,Cat,Domestic Shorthair,Female,Orange,2,Yes,No,Adoption,2020-10-25,Stray,68,Stray
2021-01-01,Siam,Cat,Domestic Shorthair,Male,Brown,2,Yes,No,Adoption,2020-11-27,Stray,35,Stray
2021-01-01,Tahiti,Cat,Domestic Shorthair,Female,Brown,2,Yes,No,Adoption,2020-11-27,Stray,35,Stray
2021-01-01,Pompeii,Cat,Domestic Shorthair,Male,Orange,2,Yes,No,Adoption,2020-11-27,Stray,35,Stray
2021-01-01,Granger,Cat,Domestic Shorthair,Female,Orange,2,Yes,No,Adoption,2020-10-25,Stray,68,Stray
2021-01-01,Mini,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-11-16,Stray,46,Stray
2021-01-01,Tiny,Cat,Domestic Shorthair,Female,Grey,2,Yes,No,Adoption,2020-11-16,Stray,46,Stray
2021-01-01,Lemonchello,Cat,Domestic Medium Hair,Female,Black,3,Yes,No,Adoption,2020-12-27,Stray,5,Stray
2021-01-01,Lemongrass,Cat,Domestic Medium Hair,Female,Black,3,Yes,No,Adoption,2020-12-27,Stray,5,Stray
2021-01-01,DJ,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-11-08,Stray,54,Stray
2021-01-01,Michelle,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-11-08,Stray,54,Stray
2021-01-01,Lemondrop,Cat,Domestic Medium Hair,Female,Black,3,Yes,No,Adoption,2020-12-27,Stray,5,Stray
2021-01-01,Lemonade,Cat,Domestic Medium Hair,Female,Calico,3,Yes,No,Adoption,2020-12-27,Stray,5,Stray
2021-01-01,Lemonwood,Cat,Domestic Medium Hair,Female,Seal,3,Yes,No,Adoption,2020-12-27,Stray,5,Stray
2021-01-01,Stephanie,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-11-08,Stray,54,Stray
2021-01-01,Lemongrab,Cat,Domestic Shorthair,Male,Grey,4,Yes,No,Adoption,2020-12-27,Stray,5,Stray
2021-01-01,Clay,Cat,Domestic Shorthair,Male,Black,47,No,Yes,Return to Owner/Guardian,2020-11-15,Owner/Guardian Surrender,47,Owner/Guardian Surrender
2021-01-01,Cher,Cat,Domestic Shorthair,Female,Black,3,Yes,No,Adoption,2020-12-28,Stray,4,Stray
2021-01-01,Baby,Cat,Domestic Shorthair,Male,Grey,37,Yes,No,Adoption,2020-11-21,Owner/Guardian Surrender,41,Owner/Guardian Surrender
2021-01-01,Tiny Kitten,Cat,Domestic Shorthair,Female,Brown,48,No,Yes,Adoption,2020-12-03,Owner/Guardian Surrender,29,Owner/Guardian Surrender
2021-01-02,Rain,Cat,Domestic Shorthair,Male,Grey,36,No,Yes,Adoption,2020-12-04,Owner/Guardian Surrender,29,Owner/Guardian Surrender
2021-01-02,Midnight,Cat,Domestic Shorthair,Male,Black,36,No,Yes,Return to Owner/Guardian,2020-12-11,Owner/Guardian Surrender,22,Owner/Guardian Surrender
2021-01-02,Mittens,Cat,Domestic Shorthair,Male,Black,8,No,Yes,Return to Owner/Guardian,2020-12-11,Owner/Guardian Surrender,22,Owner/Guardian Surrender
2021-01-02,Titan,Cat,Domestic Shorthair,Male,Black,36,No,Yes,Return to Owner/Guardian,2020-12-11,Owner/Guardian Surrender,22,Owner/Guardian Surrender
2021-01-02,Paisley,Cat,Domestic Longhair,Female,Torbie,28,No,Yes,Adoption,2021-01-01,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-02,Franklin,Cat,Domestic Shorthair,Male,Orange,5,Yes,No,Adoption,2021-01-01,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-04,Madonna,Cat,Domestic Shorthair,Female,Black,3,Yes,No,Adoption,2020-12-31,Stray,4,Stray
2021-01-05,Snozberry,Cat,Domestic Shorthair,Female,Grey,4,Yes,No,Adoption,2020-12-05,Stray,31,Stray
2021-01-05,Sylva,Cat,Domestic Shorthair,Female,Grey,12,No,Yes,Adoption,2021-01-04,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-05,Leo,Cat,Domestic Shorthair,Male,Grey,12,No,Yes,Adoption,2021-01-04,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-05,Clydesdale,Cat,Domestic Shorthair,Male,Orange,3,Yes,No,Adoption,2020-10-24,Stray,73,Stray
2021-01-05,Andalusian,Cat,Domestic Shorthair,Female,Orange,3,Yes,No,Adoption,2020-10-24,Stray,73,Stray
2021-01-05,Sleepy,Cat,Domestic Shorthair,Female,Grey,3,Yes,No,Adoption,2020-12-28,Owner/Guardian Surrender,8,Owner/Guardian Surrender
2021-01-05,Romeo,Cat,Domestic Shorthair,Male,Black,3,Yes,No,Adoption,2020-12-28,Owner/Guardian Surrender,8,Owner/Guardian Surrender
2021-01-05,Phil,Cat,Domestic Shorthair,Male,Brown,3,Yes,No,Adoption,2020-12-29,Stray,7,Stray
2021-01-05,Lil,Cat,Domestic Shorthair,Female,Brown,3,Yes,No,Adoption,2020-12-29,Stray,7,Stray
2021-01-05,Cosimia,Cat,Domestic Shorthair,Female,Grey,3,Yes,No,Adoption,2020-12-30,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2021-01-05,George 2.0,Cat,Domestic Shorthair,Male,Orange,3,Yes,No,Adoption,2020-12-30,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2021-01-06,Sharkie,Cat,Domestic Shorthair,Male,Brown,88,No,Yes,Adoption,2020-09-06,Owner/Guardian Surrender,122,Owner/Guardian Surrender
2021-01-06,Diamond,Cat,Domestic Shorthair,Female,Grey,109,No,Yes,Adoption,2020-12-03,Owner/Guardian Surrender,34,Owner/Guardian Surrender
2021-01-06,Fluffernutter,Cat,Domestic Shorthair,Female,Black,3,Yes,No,Adoption,2020-12-30,Stray,7,Stray
2021-01-06,Robinson,Cat,Domestic Shorthair,Female,Tortoise,3,Yes,No,Adoption,2020-12-30,Stray,7,Stray
2021-01-06,Shortie,Cat,Domestic Shorthair,Male,Black,3,Yes,No,Adoption,2020-12-30,Stray,7,Stray
2021-01-06,David,Cat,Domestic Shorthair,Male,Black,3,Yes,No,Adoption,2020-12-30,Stray,7,Stray
2021-01-06,Lua,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2020-12-19,Stray,18,Stray
2021-01-06,Wildcard,Cat,Domestic Shorthair,Female,Tortoise,3,Yes,No,Adoption,2020-12-30,Stray,7,Stray
2021-01-06,Lola,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2020-12-19,Stray,18,Stray
2021-01-06,Fred,Cat,Domestic Medium Hair,Male,Grey,3,Yes,No,Adoption,2020-12-13,Return,24,Return
2021-01-06,Wedge,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-11-23,Stray,44,Stray
2021-01-06,Curly,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2020-11-23,Stray,44,Stray
2021-01-06,Hashbrown,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2020-11-23,Stray,44,Stray
2021-01-06,Razzy,Cat,Domestic Shorthair,Female,Grey,1,Yes,No,Adoption,2020-12-30,Stray,7,Stray
2021-01-06,Neptune,Cat,Domestic Shorthair,Male,Calico,1,Yes,No,Adoption,2020-11-09,Stray,58,Stray
2021-01-06,King Tux,Cat,Domestic Shorthair,Male,Black,64,No,Yes,Adoption,2020-12-16,Owner/Guardian Surrender,21,Owner/Guardian Surrender
2021-01-06,Lolly,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-12-19,Stray,18,Stray
2021-01-06,Piper,Cat,Domestic Shorthair,Female,Black,29,Yes,No,Adoption,2021-01-01,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-01-06,French,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2020-11-23,Stray,44,Stray
2021-01-06,Domino,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2021-01-01,Stray,5,Stray
2021-01-06,Julian,Cat,Domestic Medium Hair,Male,Grey,3,Yes,No,Adoption,2020-11-09,Stray,58,Stray
2021-01-06,Jupiter,Cat,Domestic Shorthair,Female,Black,1,Yes,No,Adoption,2020-11-09,Stray,58,Stray
2021-01-06,Kiwi,Cat,Domestic Shorthair,Male,White,2,Yes,No,Adoption,2020-12-02,Stray,35,Stray
2021-01-07,Blair,Cat,Domestic Longhair,Female,Brown,14,Yes,No,Adoption,2020-12-28,Stray,10,Stray
2021-01-07,Diogenes,Cat,Domestic Shorthair,Female,Buff,2,Yes,No,Adoption,2020-12-20,Stray,18,Stray
2021-01-07,Squeaker,Cat,Domestic Shorthair,Male,Tan,48,Yes,No,Adoption,2021-01-02,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-01-07,Cracker Jack,Cat,Domestic Longhair,Female,Brown,60,Yes,No,Adoption,2021-01-02,Stray,5,Stray
2021-01-07,Nanook,Cat,Domestic Longhair,Female,White,86,Yes,No,Adoption,2021-01-02,Stray,5,Stray
2021-01-07,Thumblina,Cat,Domestic Shorthair,Female,Grey,4,Yes,No,Adoption,2021-01-03,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2021-01-07,Nala,Cat,Domestic Shorthair,Female,Grey,4,Yes,No,Adoption,2021-01-03,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2021-01-07,Abigail May,Cat,Domestic Shorthair,Female,Grey,2,Yes,No,Adoption,2020-12-06,Stray,32,Stray
2021-01-07,Louisa May,Cat,Domestic Shorthair,Female,Grey,2,Yes,No,Adoption,2020-12-06,Stray,32,Stray
2021-01-07,Tiger,Cat,Domestic Shorthair,Female,White,4,Yes,No,Adoption,2021-01-03,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2021-01-07,Mistletoe,Cat,Domestic Longhair,Male,White,2,Yes,No,Adoption,2020-12-17,Stray,21,Stray
2021-01-07,Lady Godiva,Cat,Domestic Medium Hair,Female,Grey,26,Yes,No,Adoption,2020-11-04,Owner/Guardian Surrender,64,Owner/Guardian Surrender
2021-01-07,Oakley,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-11-30,Stray,38,Stray
2021-01-07,Cornbread,Cat,Domestic Medium Hair,Male,Black,3,Yes,No,Adoption,2020-10-17,Stray,82,Stray
2021-01-07,Cranberry,Cat,Domestic Longhair,Female,Brown,101,Yes,No,Adoption,2021-01-02,Stray,5,Stray
2021-01-07,Angel,Cat,Domestic Shorthair,Female,Orange,12,Yes,No,Adoption,2021-01-03,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2021-01-07,Simba,Cat,Domestic Shorthair,Female,Orange,4,Yes,No,Adoption,2021-01-03,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2021-01-08,Salem,Cat,Domestic Medium Hair,Male,Black,3,Yes,No,Adoption,2020-11-02,Stray,67,Stray
2021-01-08,Socks,Cat,Domestic Medium Hair,Female,Grey,4,Yes,No,Adoption,2020-11-04,Owner/Guardian Surrender,65,Owner/Guardian Surrender
2021-01-08,Yam,Cat,Domestic Medium Hair,Female,Brown,3,Yes,No,Adoption,2020-10-17,Stray,83,Stray
2021-01-08,Mimi,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-12-14,Stray,25,Stray
2021-01-08,Hamlet,Cat,Domestic Shorthair,Male,Black,3,Yes,No,Adoption,2020-12-31,Stray,8,Stray
2021-01-08,Amelia,Cat,Domestic Medium Hair,Female,Grey,3,Yes,No,Adoption,2020-11-09,Stray,60,Stray
2021-01-08,Ethel,Cat,Domestic Medium Hair,Female,Black,3,Yes,No,Adoption,2020-11-09,Stray,60,Stray
2021-01-08,Zero,Cat,Domestic Shorthair,Male,Grey,2,Yes,No,Adoption,2020-12-05,Stray,34,Stray
2021-01-08,Brussel sprouts,Cat,Domestic Shorthair,Female,Orange,2,Yes,No,Adoption,2020-11-30,Stray,39,Stray
2021-01-08,Chipmunk,Cat,Domestic Shorthair,Male,Black,3,Yes,No,Adoption,2020-12-31,Stray,8,Stray
2021-01-08,Boots,Cat,Domestic Medium Hair,Female,Grey,4,Yes,No,Adoption,2020-11-04,Owner/Guardian Surrender,65,Owner/Guardian Surrender
2021-01-08,Leo,Cat,Domestic Shorthair,Male,Grey,12,No,Yes,Adoption,2021-01-07,Return,1,Return
2021-01-08,Bulldog Bat,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-12-09,Stray,30,Stray
2021-01-08,Uno,Cat,Domestic Medium Hair,Unknown,Grey,2,Yes,No,Adoption,2020-12-16,Stray,23,Stray
2021-01-08,Yeet,Cat,Domestic Shorthair,Female,Brown,2,No,No,Adoption,2020-12-16,Stray,23,Stray
2021-01-09,Microbat,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-12-09,Stray,31,Stray
2021-01-09,Blue,Cat,Domestic Shorthair,Male,Grey,4,No,Yes,Adoption,2020-11-29,Stray,41,Stray
2021-01-09,Coffee,Cat,Domestic Shorthair,Female,Tortoise,4,No,Yes,Adoption,2020-11-29,Stray,41,Stray
2021-01-09,Tipkins,Cat,Domestic Shorthair,Male,Grey,2,Yes,No,Adoption,2020-12-24,Stray,16,Stray
2021-01-09,Hodges,Cat,Domestic Shorthair,Female,Grey,3,Yes,No,Adoption,2021-01-04,Stray,5,Stray
2021-01-10,Suedini,Cat,Domestic Shorthair,Female,Black,90,No,Yes,Adoption,2021-01-09,Return,1,Return
2021-01-10,Nova,Cat,Domestic Shorthair,Female,Brown,48,No,Yes,Adoption,2021-01-09,Return,1,Return
2021-01-11,Apollo,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2021-01-06,Stray,5,Stray
2021-01-11,Aphrodite,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2021-01-06,Stray,5,Stray
2021-01-11,Shoe,Cat,Domestic Shorthair,Male,Orange,2,Yes,No,Adoption,2021-01-04,Stray,7,Stray
2021-01-11,Glove,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2021-01-04,Stray,7,Stray
2021-01-11,Voltaire,Cat,Domestic Shorthair,Male,Yellow,2,Yes,No,Adoption,2020-12-20,Stray,22,Stray
2021-01-11,Socrates,Cat,Domestic Shorthair,Male,Yellow,2,Yes,No,Adoption,2020-12-20,Stray,22,Stray
2021-01-11,Megabat,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2020-12-09,Stray,33,Stray
2021-01-11,Artemis,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2021-01-06,Stray,5,Stray
2021-01-12,Ruby,Cat,Domestic Shorthair,Female,Brown,14,Yes,No,Adoption,2021-01-11,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-12,Cajun Mustard,Cat,Domestic Shorthair,Male,Orange,3,Yes,No,Adoption,2020-12-10,Stray,33,Stray
2021-01-12,Pluto,Cat,Domestic Shorthair,Female,Calico,2,Yes,No,Adoption,2020-11-09,Stray,64,Stray
2021-01-12,Edgar,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2021-01-09,Stray,3,Stray
2021-01-12,Hamish,Cat,Domestic Shorthair,Male,White,3,Yes,No,Adoption,2021-01-08,Stray,4,Stray
2021-01-12,French,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2021-01-10,Return,2,Return
2021-01-12,Jacob Marley,Cat,Domestic Medium Hair,Male,Black,2,Yes,No,Adoption,2020-12-18,Stray,25,Stray
2021-01-12,Mercury,Cat,Domestic Shorthair,Female,Calico,2,Yes,No,Adoption,2020-11-09,Stray,64,Stray
2021-01-13,Watson,Cat,Domestic Shorthair,Male,Grey,21,Yes,No,Adoption,2021-01-11,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-01-13,Warrior,Cat,Domestic Shorthair,Female,Calico,2,Yes,No,Adoption,2020-11-04,Stray,70,Stray
2021-01-13,Evelyn,Cat,Domestic Shorthair,Female,Grey,2,Yes,No,Adoption,2020-12-15,Stray,29,Stray
2021-01-13,Dime,Cat,Domestic Medium Hair,Female,Grey,2,Yes,No,Adoption,2020-11-30,Stray,44,Stray
2021-01-13,Fifty-Cent,Cat,Domestic Medium Hair,Male,Grey,2,Yes,No,Adoption,2020-11-30,Stray,44,Stray
2021-01-13,Jim,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2021-01-05,Stray,8,Stray
2021-01-13,Phyllis,Cat,Domestic Shorthair,Female,Calico,2,Yes,No,Adoption,2021-01-05,Stray,8,Stray
2021-01-13,Angela,Cat,Domestic Shorthair,Female,Tortoise,2,Yes,No,Adoption,2021-01-05,Stray,8,Stray
2021-01-13,Renee,Cat,Domestic Shorthair,Female,Seal,118,No,Yes,Adoption,2021-01-07,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2021-01-14,Penny,Cat,Domestic Medium Hair,Male,Grey,2,Yes,No,Adoption,2020-11-30,Stray,45,Stray
2021-01-14,Zoomie,Cat,Domestic Shorthair,Male,Apricot,10,Yes,No,Adoption,2021-01-14,Owner/Guardian Surrender,0,Owner/Guardian Surrender
2021-01-14,Umi,Cat,Domestic Shorthair,Male,Apricot,10,Yes,No,Adoption,2021-01-14,Owner/Guardian Surrender,0,Owner/Guardian Surrender
2021-01-14,Bear,Cat,Domestic Shorthair,Female,Grey,2,Yes,No,Adoption,2021-01-10,Stray,4,Stray
2021-01-14,Pirate Steve,Cat,Domestic Shorthair,Male,Grey,2,Yes,No,Adoption,2021-01-10,Stray,4,Stray
2021-01-14,Bison,Cat,Domestic Shorthair,Male,Grey,2,Yes,No,Adoption,2021-01-10,Stray,4,Stray
2021-01-14,Blanche,Cat,Domestic Shorthair,Female,Brown,4,Yes,No,Adoption,2021-01-12,Transfer In,2,Transfer In
2021-01-14,Quarter,Cat,Domestic Medium Hair,Female,Grey,2,Yes,No,Adoption,2020-11-30,Stray,45,Stray
2021-01-14,Nickel,Cat,Domestic Medium Hair,Female,Grey,2,Yes,No,Adoption,2020-11-30,Stray,45,Stray
2021-01-14,Adventure Pants,Cat,Domestic Shorthair,Female,Grey,2,Yes,No,Adoption,2021-01-10,Stray,4,Stray
2021-01-14,Hawkeye,Cat,Domestic Shorthair,Male,Black,12,Yes,No,Adoption,2021-01-12,Transfer In,2,Transfer In
2021-01-14,Jade,Cat,Domestic Shorthair,Female,Tan,2,Yes,No,Adoption,2020-12-20,Stray,25,Stray
2021-01-14,Pam,Cat,Domestic Shorthair,Female,Calico,2,Yes,No,Adoption,2021-01-05,Stray,9,Stray
2021-01-14,Ruby Red,Cat,Domestic Shorthair,Female,Tan,2,Yes,No,Adoption,2020-12-20,Stray,25,Stray
2021-01-14,Emerald,Cat,Domestic Shorthair,Female,Tan,2,Yes,No,Adoption,2020-12-20,Stray,25,Stray
2021-01-14,Stephen,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2021-01-09,Stray,5,Stray
2021-01-14,Sage,Cat,Domestic Shorthair,Female,Orange,4,Yes,No,Adoption,2020-09-25,Stray,111,Stray
2021-01-14,Parsley,Cat,Domestic Shorthair,Male,Orange,4,Yes,No,Adoption,2020-09-25,Stray,111,Stray
2021-01-14,Tux,Cat,Domestic Shorthair,Male,Black,116,No,Yes,Return to Owner/Guardian,2021-01-13,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-14,Seven,Cat,Domestic Shorthair,Male,Black,4,Yes,No,Adoption,2020-10-14,Stray,92,Stray
2021-01-15,Nutmeg,Cat,Domestic Shorthair,Male,Orange,3,Yes,No,Adoption,2020-09-25,Stray,112,Stray
2021-01-15,Kelly,Cat,Domestic Shorthair,Female,Brown,36,Yes,No,Adoption,2021-01-12,Transfer In,3,Transfer In
2021-01-15,Bamboozle,Cat,Domestic Shorthair,Female,Tan,3,Yes,No,Adoption,2020-12-08,Stray,38,Stray
2021-01-15,Oliver,Cat,Domestic Shorthair,Male,Black,32,Yes,No,Adoption,2021-01-14,Stray,1,Stray
2021-01-15,Clove,Cat,Domestic Shorthair,Male,Orange,4,Yes,No,Adoption,2020-09-25,Stray,112,Stray
2021-01-15,Frack,Cat,Domestic Shorthair,Female,Brown,5,No,Yes,Adoption,2021-01-08,Stray,7,Stray
2021-01-15,Dollar,Cat,Domestic Medium Hair,Male,Grey,2,Yes,No,Adoption,2020-11-30,Stray,46,Stray
2021-01-15,Frick,Cat,Domestic Shorthair,Female,Grey,5,No,Yes,Adoption,2021-01-08,Stray,7,Stray
2021-01-16,Kermit,Cat,Domestic Shorthair,Female,Grey,36,Yes,No,Adoption,2021-01-12,Transfer In,4,Transfer In
2021-01-16,Tampa,Cat,Domestic Shorthair,Female,Calico,3,No,Yes,Adoption,2021-01-15,Stray,1,Stray
2021-01-16,Masala,Cat,Domestic Shorthair,Male,Brown,3,Yes,No,Adoption,2020-12-05,Stray,42,Stray
2021-01-16,Curry,Cat,Domestic Shorthair,Female,Brown,3,Yes,No,Adoption,2020-12-05,Stray,42,Stray
2021-01-16,Macgyver,Cat,Domestic Shorthair,Male,Brown,60,Yes,No,Adoption,2021-01-12,Transfer In,4,Transfer In
2021-01-16,Bandit,Cat,Domestic Shorthair,Male,Black,96,No,Yes,Adoption,2021-01-13,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-01-16,Norman,Cat,Domestic Shorthair,Male,Brown,24,Yes,No,Adoption,2021-01-12,Transfer In,4,Transfer In
2021-01-16,Alvin,Cat,Domestic Shorthair,Male,Orange,96,No,Yes,Adoption,2021-01-13,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-01-16,Data,Cat,Domestic Shorthair,Male,Orange,84,No,Yes,Adoption,2021-01-12,Transfer In,4,Transfer In
2021-01-16,Mork,Cat,Domestic Shorthair,Male,Orange,48,Yes,No,Adoption,2021-01-12,Transfer In,4,Transfer In
2021-01-16,Snickerdoodle,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2020-12-17,Stray,30,Stray
2021-01-16,Peppermint Patty,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-12-17,Stray,30,Stray
2021-01-16,Akoi,Cat,Domestic Shorthair,Female,Black,12,Yes,No,Adoption,2020-12-30,Owner/Guardian Surrender,17,Owner/Guardian Surrender
2021-01-16,Lady Godiva,Cat,Domestic Medium Hair,Female,Grey,26,Yes,No,Adoption,2021-01-13,Return,3,Return
2021-01-16,Calla Lily,Cat,Domestic Shorthair,Female,Black,18,Yes,No,Adoption,2021-01-11,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-01-16,Klaus,Cat,Domestic Shorthair,Male,Buff,20,Yes,No,Adoption,2021-01-11,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-01-17,Floki,Cat,Domestic Shorthair,Male,Black,24,No,Yes,Adoption,2021-01-16,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-17,TJ,Cat,Domestic Shorthair,Male,Orange,18,No,Yes,Adoption,2021-01-16,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-17,Bob,Cat,Domestic Shorthair,Male,Black,20,Yes,No,Adoption,2021-01-12,Transfer In,5,Transfer In
2021-01-17,Bella,Cat,Domestic Shorthair,Female,Black,120,No,Yes,Adoption,2021-01-15,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-01-17,Homer,Cat,Domestic Shorthair,Male,Brown,24,Yes,No,Adoption,2021-01-12,Transfer In,5,Transfer In
2021-01-17,Samosa,Cat,Domestic Shorthair,Female,Brown,3,Yes,No,Adoption,2020-12-05,Stray,43,Stray
2021-01-17,Fraiser,Cat,Domestic Shorthair,Male,Black,24,Yes,No,Adoption,2021-01-12,Transfer In,5,Transfer In
2021-01-17,Turkey,Cat,Domestic Shorthair,Male,Black,9,Yes,No,Adoption,2021-01-09,Owner/Guardian Surrender,8,Owner/Guardian Surrender
2021-01-17,Chicken,Cat,Domestic Shorthair,Female,Black,9,Yes,No,Adoption,2021-01-09,Owner/Guardian Surrender,8,Owner/Guardian Surrender
2021-01-17,Ms. Piggy,Cat,Domestic Shorthair,Female,Brown,48,Yes,No,Adoption,2021-01-12,Transfer In,5,Transfer In
2021-01-17,Peggy,Cat,Domestic Shorthair,Female,Torbie,24,Yes,No,Adoption,2021-01-12,Transfer In,5,Transfer In
2021-01-28,Tia,Cat,Domestic Medium Hair,Female,Black,24,Yes,No,Adoption,2021-01-25,Stray,3,Stray
2021-01-28,Samantha,Cat,Domestic Shorthair,Female,Orange,4,Yes,No,Adoption,2021-01-26,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-01-28,Timmy,Cat,Domestic Shorthair,Male,Brown,21,Yes,No,Adoption,2021-01-23,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-01-28,Sabrina,Cat,Domestic Shorthair,Female,Black,4,Yes,No,Adoption,2021-01-26,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-01-28,Angel,Cat,Domestic Shorthair,Female,Grey,2,Yes,No,Adoption,2021-01-26,Stray,2,Stray
2021-01-28,Kio,Cat,Domestic Shorthair,Female,Orange,6,Yes,No,Adoption,2021-01-24,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2021-01-28,Carrot,Cat,Domestic Shorthair,Male,Orange,2,Yes,No,Adoption,2020-11-30,Stray,59,Stray
2021-01-22,Pebbles,Cat,Domestic Medium Hair,Male,Orange,28,Yes,Yes,Adoption,2021-01-16,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2021-01-22,Katie,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2021-01-17,Stray,5,Stray
2021-01-22,Onion,Cat,Domestic Shorthair,Female,Tan,2,Yes,No,Adoption,2020-12-20,Stray,33,Stray
2021-01-22,Olive,Cat,Domestic Shorthair,Female,Tan,2,Yes,No,Adoption,2020-12-20,Stray,33,Stray
2021-01-22,Nugget,Cat,Domestic Shorthair,Male,Tan,2,Yes,No,Adoption,2020-12-20,Stray,33,Stray
2021-01-22,Katherine,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2021-01-17,Stray,5,Stray
2021-01-22,Horseshoe Bat,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2020-12-09,Stray,44,Stray
2021-01-22,Shelby,Cat,Domestic Shorthair,Female,Black,2,Yes,No,Adoption,2021-01-17,Stray,5,Stray
2021-01-22,Luke,Cat,Domestic Shorthair,Male,Black,2,Yes,No,Adoption,2021-01-17,Stray,5,Stray
2021-01-22,Smokey,Cat,Domestic Shorthair,Male,Grey,53,No,Yes,Adoption,2021-01-10,Owner/Guardian Surrender,12,Owner/Guardian Surrender
2021-01-20,Daisy Duke,Cat,Domestic Shorthair,Female,Calico,24,Yes,No,Adoption,2021-01-12,Transfer In,8,Transfer In
2021-01-20,Pisces,Cat,Domestic Shorthair,Female,Brown,3,Yes,No,Adoption,2021-01-20,Owner/Guardian Surrender,0,Owner/Guardian Surrender
2021-01-20,Itsy,Cat,Domestic Shorthair,Female,White,3,Yes,No,Adoption,2020-11-14,Stray,67,Stray
