Outcome Date,Name,Species,Primary Breed,Sex,Primary Color,Age (Months),Altered,Altered before arrival,Outcome Type,Intake Date,Intake Type,length_of_stay,Intake Type Grouped
2021-01-01,Bud,Dog,Mixed Breed (Medium),Male,Black,36,Yes,No,Adoption,2020-12-29,Return,3,Return
2021-01-01,Kiko,Dog,Mixed Breed (Medium),Male,Black,31,Yes,No,Return to Owner/Guardian,2021-01-01,Stray,0,Stray
2021-01-01,Boomer,Dog,Mixed Breed (Small),Male,White,84,Yes,No,Adoption,2020-12-26,Stray,6,Stray
2021-01-01,Opal,Dog,Mixed Breed (Medium),Female,Black,36,No,Yes,Adoption,2020-12-29,Transfer In,3,Transfer In
2021-01-01,Ember,Dog,Mixed Breed (Medium),Female,White,48,Yes,No,Adoption,2020-12-26,Stray,6,Stray
2021-01-02,Posey,Dog,Mixed Breed (Large),Female,Tan,15,Yes,No,Return to Owner/Guardian,2020-11-25,Owner/Guardian Surrender,38,Owner/Guardian Surrender
2021-01-02,Bo,Dog,Mixed Breed (Large),Male,Brindle,15,Yes,No,Return to Owner/Guardian,2020-11-25,Owner/Guardian Surrender,38,Owner/Guardian Surrender
2021-01-02,Nala,Dog,Mixed Breed (Medium),Female,Brown,104,No,Yes,Adoption,2020-12-31,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-01-02,Copper,Dog,Mixed Breed (Large),Male,Black,26,No,Yes,Adoption,2021-01-02,Owner/Guardian Surrender,0,Owner/Guardian Surrender
2021-01-02,Elizabeth Stuart,Dog,Mixed Breed (Medium),Female,Tan,61,Yes,No,Adoption,2020-11-23,Stray,40,Stray
2021-01-02,Molly,Dog,Mixed Breed (Medium),Female,White,7,Yes,No,Adoption,2020-12-26,Return,7,Return
2021-01-02,Brody,Dog,Mixed Breed (Large),Male,White,39,No,Yes,Adoption,2020-12-27,Stray,6,Stray
2021-01-03,Shilo,Dog,Mixed Breed (Large),Male,Black,81,No,Yes,Return to Owner/Guardian,2020-12-31,Stray,3,Stray
2021-01-03,Kylo,Dog,Mixed Breed (Medium),Male,Tan,26,No,Yes,Adoption,2021-01-01,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-01-03,ChaCha,Dog,Mixed Breed (Large),Female,Brown,36,No,Yes,Adoption,2020-12-29,Transfer In,5,Transfer In
2021-01-03,Ky,Dog,Mixed Breed (Medium),Female,Tan,104,No,Yes,Adoption,2020-12-31,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-01-03,Leah,Dog,Mixed Breed (Medium),Female,Brown,50,No,Yes,Adoption,2020-12-29,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-01-03,Lily,Dog,Mixed Breed (Small),Female,White,84,Yes,No,Adoption,2020-12-28,Stray,6,Stray
2021-01-03,Camellia,Dog,Mixed Breed (Medium),Female,White,48,Yes,No,Return to Owner/Guardian,2021-01-03,Stray,0,Stray
2021-01-03,Gotham,Dog,Mixed Breed (Large),Male,Black,72,No,Yes,Return to Owner/Guardian,2021-01-02,Stray,1,Stray
2021-01-03,Donatello,Dog,Mixed Breed (Medium),Male,Tan,36,No,Yes,Adoption,2020-12-28,Stray,6,Stray
2021-01-04,Lucas,Dog,Mixed Breed (Medium),Male,Black,77,No,Yes,Adoption,2020-11-14,Return,51,Return
2021-01-04,Diesel Weasel,Dog,Mixed Breed (Medium),Male,Black,72,Yes,No,Adoption,2020-12-23,Owner/Guardian Surrender,12,Owner/Guardian Surrender
2021-01-04,Cheddar,Dog,Mixed Breed (Medium),Female,Black,54,Yes,No,Return to Owner/Guardian,2020-12-30,Stray,5,Stray
2021-01-04,Coco,Dog,Mixed Breed (Small),Female,Brown,2,Yes,No,Adoption,2021-01-03,Stray,1,Stray
2021-01-04,Pooh Bear,Dog,Mixed Breed (Small),Female,Brown,80,Yes,No,Return to Owner/Guardian,2021-01-01,Stray,3,Stray
2021-01-05,Wilbur,Dog,Mixed Breed (Medium),Male,Black,5,No,Yes,Adoption,2021-01-05,Return,0,Return
2021-01-05,Rooster,Dog,Mixed Breed (Medium),Male,Brown,30,No,Yes,Adoption,2021-01-05,Transfer In,0,Transfer In
2021-01-06,GiGi,Dog,Mixed Breed (Medium),Female,Black,14,Yes,No,Adoption,2021-01-02,Stray,4,Stray
2021-01-06,Kalani,Dog,Mixed Breed (Medium),Female,Brown,60,No,Yes,Adoption,2021-01-05,Transfer In,1,Transfer In
2021-01-06,Ivy,Dog,Mixed Breed (Medium),Female,Black,86,No,Yes,Adoption,2020-12-23,Owner/Guardian Surrender,14,Owner/Guardian Surrender
2021-01-06,Cherry,Dog,Mixed Breed (Medium),Female,Tan,4,Yes,No,Adoption,2020-12-18,Stray,19,Stray
2021-01-06,Cuz,Dog,Mixed Breed (Medium),Male,Black,32,No,Yes,Adoption,2021-01-05,Transfer In,1,Transfer In
2021-01-06,Evie,Dog,Mixed Breed (Medium),Female,Black,8,Yes,No,Adoption,2021-01-05,Transfer In,1,Transfer In
2021-01-06,Midnight,Dog,Mixed Breed (Medium),Male,Black,36,No,Yes,Adoption,2021-01-05,Transfer In,1,Transfer In
2021-01-06,Bud,Dog,Mixed Breed (Medium),Male,Black,36,Yes,No,Adoption,2021-01-04,Return,2,Return
2021-01-06,Miley,Dog,Mixed Breed (Large),Female,Black,18,No,Yes,Adoption,2020-12-31,Stray,6,Stray
2021-01-06,Popcorn,Dog,Mixed Breed (Medium),Male,Tan,12,Yes,No,Adoption,2020-12-31,Stray,6,Stray
2021-01-06,Chea,Dog,Mixed Breed (Medium),Female,Black,48,Yes,Yes,Adoption,2020-12-31,Stray,6,Stray
2021-01-06,Poppy,Dog,Mixed Breed (Medium),Female,Brindle,24,Yes,No,Adoption,2020-12-30,Stray,7,Stray
2021-01-07,Duke,Dog,Mixed Breed (Large),Male,Tan,108,No,Yes,Adoption,2020-12-29,Transfer In,9,Transfer In
2021-01-07,Kane,Dog,Mixed Breed (Medium),Male,Brown,5,Yes,No,Adoption,2021-01-02,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-01-07,Cocoa,Dog,Mixed Breed (Large),Female,Brown,36,No,Yes,Adoption,2021-01-04,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-01-07,Pluto,Dog,Mixed Breed (Medium),Male,Tan,6,Yes,No,Return to Owner/Guardian,2020-12-08,Owner/Guardian Surrender,30,Owner/Guardian Surrender
2021-01-07,Hayden,Dog,Mixed Breed (Medium),Male,Black,24,Yes,No,Adoption,2021-01-01,Stray,6,Stray
2021-01-07,Dante,Dog,Mixed Breed (Medium),Male,Tan,5,Yes,No,Adoption,2021-01-04,Stray,3,Stray
2021-01-07,Trevor,Dog,Mixed Breed (Small),Male,Tan,2,Yes,No,Adoption,2021-01-03,Stray,4,Stray
2021-01-07,Tyson,Dog,Mixed Breed (Small),Male,Tan,2,Yes,No,Adoption,2021-01-03,Stray,4,Stray
2021-01-07,Addilyn,Dog,Mixed Breed (Medium),Female,Black,17,Yes,No,Adoption,2021-01-01,Stray,6,Stray
2021-01-08,Aspen,Dog,Mixed Breed (Medium),Female,Brown,24,No,Yes,Adoption,2021-01-05,Transfer In,3,Transfer In
2021-01-08,Harley,Dog,Mixed Breed (Large),Male,Brindle,41,No,Yes,Adoption,2021-01-06,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-01-08,Clover,Dog,Mixed Breed (Medium),Male,Black,19,No,Yes,Adoption,2021-01-05,Transfer In,3,Transfer In
2021-01-08,Simon,Dog,Mixed Breed (Medium),Male,Brown,24,No,Yes,Adoption,2020-12-29,Transfer In,10,Transfer In
2021-01-08,Ron,Dog,Mixed Breed (Medium),Male,Tan,18,Yes,No,Adoption,2021-01-02,Stray,6,Stray
2021-01-08,Gravy,Dog,Mixed Breed (Medium),Male,Black,38,No,Yes,Adoption,2021-01-04,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2021-01-08,Charlie,Dog,Mixed Breed (Medium),Male,Brown,32,Yes,No,Adoption,2021-01-02,Stray,6,Stray
2021-01-08,Marble,Dog,Mixed Breed (Large),Male,Brown,12,Yes,No,Return to Owner/Guardian,2021-01-04,Stray,4,Stray
2021-01-08,Bella,Dog,Mixed Breed (Medium),Female,Black,78,No,Yes,Adoption,2021-01-07,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-08,Larson,Dog,Mixed Breed (Large),Male,Black,53,No,Yes,Adoption,2021-01-01,Stray,7,Stray
2021-01-08,Bigley,Dog,Mixed Breed (Medium),Female,Brown,16,No,Yes,Return to Owner/Guardian,2021-01-08,Stray,0,Stray
2021-01-08,Lucy,Dog,Mixed Breed (Large),Female,White,96,No,Yes,Adoption,2021-01-05,Transfer In,3,Transfer In
2021-01-09,Benny,Dog,Mixed Breed (Medium),Male,White,29,No,Yes,Adoption,2021-01-05,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2021-01-09,Molly,Dog,Mixed Breed (Medium),Female,White,6,Yes,No,Adoption,2021-01-05,Stray,4,Stray
2021-01-09,Darla,Dog,Mixed Breed (Medium),Female,Black,83,No,Yes,Return to Owner/Guardian,2020-12-02,Owner/Guardian Surrender,38,Owner/Guardian Surrender
2021-01-09,Regina,Dog,Mixed Breed (Medium),Female,White,48,No,Yes,Adoption,2021-01-05,Transfer In,4,Transfer In
2021-01-09,Harley,Dog,Mixed Breed (Large),Male,Black,90,No,Yes,Adoption,2020-12-22,Owner/Guardian Surrender,18,Owner/Guardian Surrender
2021-01-09,Sammy,Dog,Mixed Breed (Large),Male,Black,84,No,Yes,Adoption,2020-12-28,Stray,12,Stray
2021-01-09,Garlic,Dog,Mixed Breed (Medium),Male,Brindle,24,Yes,No,Adoption,2021-01-03,Stray,6,Stray
2021-01-09,Sunshine,Dog,Mixed Breed (Small),Male,Blond,48,Yes,No,Adoption,2021-01-03,Stray,6,Stray
2021-01-09,Tammy,Dog,Mixed Breed (Small),Female,Tan,2,Yes,No,Adoption,2021-01-03,Stray,6,Stray
2021-01-10,Shelia,Dog,Mixed Breed (Medium),Female,Black,24,Yes,No,Adoption,2021-01-02,Stray,8,Stray
2021-01-10,Tai,Dog,Mixed Breed (Large),Male,Grey,60,No,Yes,Adoption,2021-01-07,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-01-10,Leena,Dog,Mixed Breed (Medium),Female,Grey,61,No,Yes,Adoption,2020-12-18,Return,23,Return
2021-01-10,Tawti,Dog,Mixed Breed (Large),Female,Brown,59,No,Yes,Adoption,2021-01-04,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2021-01-10,Dempsy,Dog,Mixed Breed (Large),Male,White,60,Yes,No,Adoption,2021-01-04,Stray,6,Stray
2021-01-10,Diamond,Dog,Mixed Breed (Large),Female,Grey,61,No,Yes,Adoption,2021-01-05,Return,5,Return
2021-01-10,Barney,Dog,Mixed Breed (Large),Male,Brown,61,No,Yes,Adoption,2020-11-24,Transfer In,47,Transfer In
2021-01-10,Rey,Dog,Mixed Breed (Medium),Female,White,5,Yes,No,Adoption,2021-01-04,Stray,6,Stray
2021-01-10,Serendipity,Dog,Mixed Breed (Medium),Female,Grey,41,Yes,No,Adoption,2021-01-04,Stray,6,Stray
2021-01-10,Peter Pan,Dog,Mixed Breed (Medium),Male,Brown,10,Yes,No,Adoption,2021-01-04,Stray,6,Stray
2021-01-10,Little Man,Dog,Mixed Breed (Medium),Male,Black,30,Yes,No,Adoption,2021-01-05,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-01-11,Bailey,Dog,Mixed Breed (Medium),Female,Brown,8,Yes,No,Adoption,2021-01-05,Stray,6,Stray
2021-01-11,Juice,Dog,Mixed Breed (Large),Male,Black,36,No,Yes,Adoption,2021-01-05,Transfer In,6,Transfer In
2021-01-11,Bowser,Dog,Mixed Breed (Small),Male,Black,24,No,Yes,Adoption,2021-01-11,Owner/Guardian Surrender,0,Owner/Guardian Surrender
2021-01-11,Tank,Dog,Mixed Breed (Large),Male,White,48,Yes,No,Return to Owner/Guardian,2021-01-08,Stray,3,Stray
2021-01-11,Camille,Dog,Mixed Breed (Medium),Female,White,18,Yes,Unknown,Return to Owner/Guardian,2021-01-08,Stray,3,Stray
2021-01-11,Amigo,Dog,Mixed Breed (Large),Male,Brown,24,Yes,No,Return to Owner/Guardian,2021-01-08,Stray,3,Stray
2021-01-11,Cash,Dog,Mixed Breed (Small),Male,Black,38,Yes,No,Adoption,2021-01-05,Stray,6,Stray
2021-01-12,McMuffin,Dog,Mixed Breed (Small),Female,White,39,Yes,No,Adoption,2021-01-04,Stray,8,Stray
2021-01-12,Peaches,Dog,Mixed Breed (Large),Female,Brown,48,No,Yes,Adoption,2021-01-05,Transfer In,7,Transfer In
2021-01-12,Dexter,Dog,Mixed Breed (Small),Male,White,73,Yes,No,Adoption,2021-01-06,Stray,6,Stray
2021-01-12,Trixie,Dog,Mixed Breed (Small),Female,Tan,180,No,Yes,Adoption,2021-01-07,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-01-12,Starfire,Dog,Mixed Breed (Medium),Female,Grey,48,No,Yes,Adoption,2021-01-05,Transfer In,7,Transfer In
2021-01-12,Danny,Dog,Mixed Breed (Large),Male,Buff,24,Yes,No,Return to Owner/Guardian,2021-01-08,Stray,4,Stray
2021-01-12,Matty,Dog,Mixed Breed (Medium),Male,Black,30,No,Yes,Return to Owner/Guardian,2021-01-12,Stray,0,Stray
2021-01-12,Sassy,Dog,Mixed Breed (Medium),Female,Tan,14,No,Yes,Return to Owner/Guardian,2021-01-12,Stray,0,Stray
2021-01-12,Mark,Dog,Mixed Breed (Large),Male,White,84,No,Yes,Adoption,2021-01-05,Transfer In,7,Transfer In
2021-01-12,Norah,Dog,Mixed Breed (Large),Female,Tan,12,Yes,No,Adoption,2021-01-05,Stray,7,Stray
2021-01-12,Brenda,Dog,Mixed Breed (Large),Female,Tan,84,Yes,No,Return to Owner/Guardian,2021-01-09,Stray,3,Stray
2021-01-12,Marino,Dog,Mixed Breed (Medium),Male,Grey,37,No,Yes,Adoption,2021-01-03,Owner/Guardian Surrender,9,Owner/Guardian Surrender
2021-01-12,Moriarty,Dog,Mixed Breed (Small),Male,Tan,12,Yes,No,Return to Owner/Guardian,2021-01-09,Stray,3,Stray
2021-01-12,Leia,Dog,Mixed Breed (Large),Female,Sable,48,Yes,No,Return to Owner/Guardian,2021-01-10,Stray,2,Stray
2021-01-12,Georgia,Dog,Mixed Breed (Medium),Female,Black,38,Yes,Yes,Adoption,2021-01-02,Stray,10,Stray
2021-01-12,Ron,Dog,Mixed Breed (Medium),Male,Tan,18,Yes,No,Adoption,2021-01-11,Return,1,Return
2021-01-12,Aspen,Dog,Mixed Breed (Medium),Female,Brown,24,No,Yes,Adoption,2021-01-10,Return,2,Return
2021-01-12,Padwick,Dog,Mixed Breed (Medium),Male,Tan,12,Yes,No,Adoption,2021-01-06,Stray,6,Stray
2021-01-12,Layla,Dog,Mixed Breed (Medium),Female,Black,132,No,Yes,Return to Owner/Guardian,2021-01-09,Stray,3,Stray
2021-01-13,Gemma,Dog,Mixed Breed (Medium),Female,Grey,48,No,Yes,Adoption,2021-01-12,Transfer In,1,Transfer In
2021-01-13,Quinn,Dog,Mixed Breed (Medium),Male,Black,24,No,Yes,Return to Owner/Guardian,2021-01-10,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-01-13,Brody,Dog,Mixed Breed (Medium),Male,Tan,132,No,Yes,Return to Owner/Guardian,2021-01-10,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-01-13,Harley,Dog,Mixed Breed (Medium),Female,Tan,36,No,Yes,Return to Owner/Guardian,2021-01-10,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-01-13,Dolly,Dog,Mixed Breed (Large),Female,Grey,108,No,Yes,Adoption,2021-01-05,Transfer In,8,Transfer In
2021-01-13,Bella,Dog,Mixed Breed (Medium),Female,Black,78,No,Yes,Adoption,2021-01-11,Return,2,Return
2021-01-13,Lucas,Dog,Mixed Breed (Large),Male,Black,36,Yes,No,Adoption,2021-01-07,Stray,6,Stray
2021-01-13,Nova,Dog,Mixed Breed (Large),Male,Black,24,No,Yes,Return to Owner/Guardian,2021-01-08,Stray,5,Stray
2021-01-13,Zahliah,Dog,Mixed Breed (Large),Female,Tan,31,No,Yes,Adoption,2021-01-09,Return,4,Return
2021-01-13,Ivan,Dog,Mixed Breed (Large),Male,Brindle,53,Yes,No,Adoption,2021-01-04,Stray,9,Stray
2021-01-13,Hannah,Dog,Mixed Breed (Medium),Female,Brown,18,Yes,No,Adoption,2021-01-07,Stray,6,Stray
2021-01-13,Davis,Dog,Mixed Breed (Medium),Male,Black,20,No,Yes,Adoption,2020-12-01,Stray,43,Stray
2021-01-14,Ginger,Dog,Mixed Breed (Medium),Female,Fawn,65,Yes,Yes,Adoption,2020-12-29,Transfer In,16,Transfer In
2021-01-14,Bisque,Dog,Mixed Breed (Small),Male,Tan,38,Yes,No,Adoption,2021-01-04,Stray,10,Stray
2021-01-14,Laika,Dog,Mixed Breed (Medium),Female,Tan,24,Yes,No,Adoption,2021-01-07,Stray,7,Stray
2021-01-14,Noodle,Dog,Mixed Breed (Medium),Male,Brown,14,No,Yes,Adoption,2021-01-05,Transfer In,9,Transfer In
2021-01-14,Allison,Dog,Mixed Breed (Medium),Female,Tan,18,Yes,No,Adoption,2021-01-08,Stray,6,Stray
2021-01-14,Hannah,Dog,Mixed Breed (Medium),Female,Brown,18,Yes,No,Adoption,2021-01-14,Return,0,Return
2021-01-14,Bourbon,Dog,Mixed Breed (Small),Male,Tan,8,Yes,No,Adoption,2021-01-08,Stray,6,Stray
2021-01-14,Chowder,Dog,Mixed Breed (Medium),Male,Brown,25,No,Yes,Adoption,2020-12-01,Transfer In,44,Transfer In
2021-01-14,Orion,Dog,Mixed Breed (Medium),Male,White,2,Yes,No,Adoption,2021-01-10,Stray,4,Stray
2021-01-15,Maggie,Dog,Mixed Breed (Large),Female,Black,54,No,Yes,Adoption,2021-01-12,Transfer In,3,Transfer In
2021-01-15,Dakota,Dog,Mixed Breed (Small),Female,Brindle,18,No,Yes,Adoption,2021-01-12,Transfer In,3,Transfer In
2021-01-15,Kai,Dog,Mixed Breed (Medium),Male,Brindle,38,Yes,No,Adoption,2021-01-02,Return,13,Return
2021-01-15,Mickey,Dog,Mixed Breed (Medium),Male,Black,19,Yes,No,Adoption,2021-01-15,Owner/Guardian Surrender,0,Owner/Guardian Surrender
2021-01-15,Tex,Dog,Mixed Breed (Large),Male,Black,52,No,Yes,Adoption,2021-01-14,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-15,Pokey,Dog,Mixed Breed (Medium),Male,White,40,Yes,No,Adoption,2021-01-01,Return,14,Return
2021-01-15,Casper,Dog,Mixed Breed (Medium),Male,White,10,Yes,No,Adoption,2021-01-09,Stray,6,Stray
2021-01-15,Bailey,Dog,Mixed Breed (Small),Male,Black,96,No,Yes,Return to Owner/Guardian,2021-01-15,Stray,0,Stray
2021-01-15,Wyatt,Dog,Mixed Breed (Medium),Male,White,54,Yes,No,Adoption,2021-01-09,Stray,6,Stray
2021-01-15,Boomer,Dog,Mixed Breed (Small),Female,Black,100,No,Yes,Adoption,2021-01-09,Stray,6,Stray
2021-01-16,King Tut,Dog,Mixed Breed (Large),Male,Tan,54,Yes,No,Adoption,2021-01-10,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2021-01-16,Leila,Dog,Mixed Breed (Medium),Female,Tan,46,Yes,No,Adoption,2020-12-01,Owner/Guardian Surrender,46,Owner/Guardian Surrender
2021-01-16,Ron,Dog,Mixed Breed (Medium),Male,Tan,18,Yes,No,Adoption,2021-01-16,Return,0,Return
2021-01-16,Coco,Dog,Mixed Breed (Medium),Female,Brown,24,Yes,No,Adoption,2021-01-10,Stray,6,Stray
2021-01-16,Riley,Dog,Mixed Breed (Large),Female,Black,36,No,Yes,Adoption,2021-01-15,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-16,Opal,Dog,Mixed Breed (Medium),Female,Tan,12,Yes,No,Adoption,2021-01-16,Return,0,Return
2021-01-16,King Midas,Dog,Mixed Breed (Large),Male,Grey,60,No,Yes,Adoption,2021-01-05,Transfer In,11,Transfer In
2021-01-16,Pesto,Dog,Mixed Breed (Medium),Female,Black,3,Yes,No,Adoption,2021-01-12,Stray,4,Stray
2021-01-16,Charlie,Dog,Mixed Breed (Large),Male,Black,14,Yes,No,Adoption,2021-01-10,Stray,6,Stray
2021-01-16,Corndog,Dog,Mixed Breed (Medium),Female,Tan,14,Yes,No,Adoption,2021-01-05,Stray,11,Stray
2021-01-16,Optimus Prime,Dog,Mixed Breed (Large),Male,Sable,32,Yes,No,Adoption,2021-01-10,Stray,6,Stray
2021-01-16,Copper,Dog,Mixed Breed (Medium),Male,White,90,Yes,No,Adoption,2021-01-06,Stray,10,Stray
2021-01-16,Alfredo,Dog,Mixed Breed (Medium),Female,Tan,3,Yes,No,Adoption,2021-01-12,Stray,4,Stray
2021-01-16,Chelsie,Dog,Mixed Breed (Large),Female,Black,14,Yes,No,Adoption,2021-01-10,Stray,6,Stray
2021-01-16,Loki,Dog,Mixed Breed (Large),Male,Tan,18,Yes,No,Adoption,2021-01-14,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-01-16,Zed,Dog,Mixed Breed (Small),Male,Tan,30,No,Yes,Adoption,2021-01-10,Stray,6,Stray
2021-01-16,Kylo,Dog,Mixed Breed (Medium),Male,Tan,26,No,Yes,Adoption,2021-01-09,Return,7,Return
2021-01-17,Nelly,Dog,Mixed Breed (Medium),Male,White,14,Yes,No,Adoption,2021-01-11,Stray,6,Stray
2021-01-17,Rebel,Dog,Mixed Breed (Large),Male,Tan,89,No,Yes,Adoption,2021-01-09,Stray,8,Stray
2021-01-17,Jasper,Dog,Mixed Breed (Large),Male,Grey,30,Yes,No,Adoption,2021-01-11,Stray,6,Stray
2021-01-17,Bob,Dog,Mixed Breed (Medium),Male,Tan,24,No,Yes,Adoption,2021-01-11,Stray,6,Stray
2021-01-17,Laika,Dog,Mixed Breed (Medium),Female,Tan,24,Yes,No,Adoption,2021-01-16,Return,1,Return
2021-01-17,Sullivan,Dog,Mixed Breed (Large),Male,Brown,36,Yes,No,Adoption,2021-01-11,Stray,6,Stray
2021-01-17,Marla,Dog,Mixed Breed (Medium),Female,White,30,Yes,No,Adoption,2021-01-11,Stray,6,Stray
2021-01-28,Cash,Dog,Mixed Breed (Medium),Male,Tan,149,No,Yes,Adoption,2021-01-21,Owner/Guardian Surrender,7,Owner/Guardian Surrender
2021-01-28,Dynasty,Dog,Mixed Breed (Medium),Female,Tan,24,Yes,No,Adoption,2021-01-22,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2021-01-28,Charlotte,Dog,Mixed Breed (Medium),Female,Yellow,72,No,Yes,Return to Owner/Guardian,2021-01-27,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-01-28,Lily,Dog,Mixed Breed (Medium),Female,Brown,18,Yes,No,Adoption,2021-01-22,Stray,6,Stray
2021-01-28,Duke,Dog,Mixed Breed (Medium),Male,Black,9,Yes,No,Adoption,2021-01-22,Stray,6,Stray
2021-01-22,Ross,Dog,Mixed Breed (Large),Male,Black,12,Yes,No,Adoption,2021-01-16,Stray,6,Stray
2021-01-22,Krash,Dog,Mixed Breed (Medium),Male,Brown,30,Yes,No,Adoption,2021-01-14,Stray,8,Stray
2021-01-22,Maeve,Dog,Mixed Breed (Small),Female,Brown,6,Yes,No,Adoption,2021-01-16,Stray,6,Stray
2021-01-22,Princess Leia,Dog,Mixed Breed (Medium),Female,White,16,No,Yes,Adoption,2021-01-18,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2021-01-22,Sadie,Dog,Mixed Breed (Large),Female,Tan,14,No,Yes,Adoption,2021-01-06,Stray,16,Stray
2021-01-22,Presley,Dog,Mixed Breed (Small),Male,White,12,Yes,No,Adoption,2021-01-16,Stray,6,Stray
2021-01-22,Ginger,Dog,Mixed Breed (Medium),Female,Fawn,65,Yes,Yes,Adoption,2021-01-21,Stray,1,Stray
2021-01-22,Zeus,Dog,Mixed Breed (Large),Male,Brindle,26,Yes,No,Adoption,2021-01-17,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-01-22,Denver,Dog,Mixed Breed (Large),Male,Brown,36,Yes,No,Adoption,2021-01-16,Stray,6,Stray
2021-01-22,Desi,Dog,Mixed Breed (Medium),Female,Black,42,Yes,No,Adoption,2021-01-15,Stray,7,Stray
2021-01-22,Norman,Dog,Mixed Breed (Large),Male,Grey,24,No,Yes,Adoption,2021-01-16,Stray,6,Stray
2021-01-20,Clover,Dog,Mixed Breed (Medium),Male,Black,19,No,Yes,Adoption,2021-01-17,Return,3,Return
2021-01-20,King Midas,Dog,Mixed Breed (Large),Male,Grey,60,No,Yes,Adoption,2021-01-17,Return,3,Return
2021-01-20,Dory,Dog,Mixed Breed (Medium),Female,Grey,30,Yes,No,Adoption,2021-01-11,Stray,9,Stray
2021-01-20,Ralph,Dog,Mixed Breed (Large),Male,Brindle,36,No,Yes,Adoption,2021-01-19,Transfer In,1,Transfer In
2021-01-20,Kara,Dog,Mixed Breed (Medium),Female,Tan,10,Yes,No,Adoption,2021-01-14,Stray,6,Stray
2021-01-20,Zazu,Dog,Mixed Breed (Large),Male,Blue,24,No,Yes,Adoption,2021-01-19,Transfer In,1,Transfer In
2021-01-20,Thor,Dog,Mixed Breed (Large),Male,Black,83,No,Yes,Adoption,2021-01-14,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2021-01-20,Lito,Dog,Mixed Breed (Large),Male,Tan,83,No,Yes,Return to Owner/Guardian,2021-01-19,Stray,1,Stray
2021-01-23,Mark,Dog,Mixed Breed (Large),Male,White,84,No,Yes,Adoption,2021-01-16,Return,7,Return
2021-01-23,Rio,Dog,Mixed Breed (Medium),Male,Black,5,Yes,No,Adoption,2021-01-12,Stray,11,Stray
2021-01-23,Little Ann,Dog,Mixed Breed (Small),Female,Brown,4,Yes,No,Adoption,2021-01-17,Stray,6,Stray
2021-01-23,Lani,Dog,Mixed Breed (Medium),Female,Tan,6,Yes,No,Adoption,2021-01-17,Stray,6,Stray
2021-01-23,Buck,Dog,Mixed Breed (Large),Male,Tan,18,Yes,No,Adoption,2021-01-17,Stray,6,Stray
2021-01-23,Derek,Dog,Mixed Breed (Medium),Male,Grey,12,Yes,No,Adoption,2021-01-17,Stray,6,Stray
2021-01-23,Coco,Dog,Mixed Breed (Small),Female,Black,97,No,Yes,Return to Owner/Guardian,2021-01-19,Stray,4,Stray
2021-01-31,Corndog,Dog,Mixed Breed (Medium),Female,Tan,15,Yes,No,Adoption,2021-01-31,Return,0,Return
2021-01-31,Jane,Dog,Mixed Breed (Large),Female,Brindle,65,No,Yes,Adoption,2021-01-26,Transfer In,5,Transfer In
2021-01-31,Selena,Dog,Mixed Breed (Large),Female,Tan,24,No,Yes,Adoption,2021-01-26,Transfer In,5,Transfer In
2021-01-31,Jonesy,Dog,Mixed Breed (Medium),Male,Black,22,Yes,No,Return to Owner/Guardian,2021-01-20,Owner/Guardian Surrender,11,Owner/Guardian Surrender
2021-01-31,Nico,Dog,Mixed Breed (Medium),Male,Grey,16,Yes,No,Adoption,2021-01-28,Transfer In,3,Transfer In
2021-01-31,Mooncake,Dog,Mixed Breed (Large),Female,Brown,48,No,Yes,Adoption,2021-01-26,Transfer In,5,Transfer In
2021-01-31,Waffles,Dog,Mixed Breed (Medium),Male,Tan,12,Yes,No,Adoption,2021-01-25,Stray,6,Stray
2021-01-31,Brooklyn,Dog,Mixed Breed (Medium),Female,Brown,24,Yes,No,Adoption,2021-01-25,Stray,6,Stray
