Outcome Date,Name,Species,Primary Breed,Sex,Primary Color,Age (Months),Altered,Altered before arrival,Outcome Type,Intake Date,Intake Type,length_of_stay,Intake Type Grouped
2021-05-22,Vidalia,Dog,Mixed Breed (Medium),Female,Brown,60,No,Yes,Adoption,2021-05-11,Return,11,Return
2021-05-22,Bear,Dog,Mixed Breed (Large),Male,Black,29,Yes,No,Adoption,2021-05-21,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-05-22,Ghost,Dog,Mixed Breed (Medium),Female,Blond,24,No,Yes,Adoption,2021-05-20,Stray,2,Stray
2021-05-22,The Queen,Dog,Mixed Breed (Medium),Female,Tan,24,Yes,No,Adoption,2021-05-15,Stray,7,Stray
2021-05-22,LL Drool J,Dog,Mixed Breed (Medium),Male,Black,8,Yes,No,Adoption,2021-05-14,Transfer In,8,Transfer In
2021-05-22,Beenie,Dog,Mixed Breed (Medium),Male,Brindle,36,Yes,No,Adoption,2021-05-12,Stray,10,Stray
2021-05-07,Flora,Dog,Mixed Breed (Medium),Female,Brindle,29,No,Yes,Adoption,2020-12-01,Transfer In,157,Transfer In
2021-05-07,Hans,Dog,Mixed Breed (Medium),Male,Tan,15,Yes,No,Adoption,2021-05-04,Return,3,Return
2021-05-07,Orlando,Dog,Mixed Breed (Medium),Male,Brindle,3,Yes,No,Adoption,2021-05-04,Stray,3,Stray
2021-05-07,Titan,Dog,Mixed Breed (Medium),Male,Black,24,No,Yes,Adoption,2021-05-06,Transfer In,1,Transfer In
2021-05-07,Hydra,Dog,Mixed Breed (Large),Male,Brown,72,Yes,No,Return to Owner/Guardian,2021-05-06,Stray,1,Stray
2021-05-07,Banji,Dog,Mixed Breed (Large),Female,Yellow,35,No,Yes,Adoption,2021-05-07,Owner/Guardian Surrender,0,Owner/Guardian Surrender
2021-05-26,Lena,Dog,Mixed Breed (Medium),Female,White,36,No,Yes,Adoption,2021-05-26,Return,0,Return
2021-05-26,Beetle,Dog,Mixed Breed (Medium),Female,Tan,24,Yes,No,Adoption,2021-05-14,Stray,12,Stray
2021-05-26,Galaxy,Dog,Mixed Breed (Medium),Female,Brindle,10,No,Yes,Adoption,2021-05-26,Owner/Guardian Surrender,0,Owner/Guardian Surrender
2021-05-26,Poppa,Dog,Mixed Breed (Medium),Male,Tan,2,Yes,No,Adoption,2021-05-16,Owner/Guardian Surrender,10,Owner/Guardian Surrender
2021-05-26,Juniper,Dog,Mixed Breed (Large),Female,Black,29,Yes,No,Adoption,2021-05-14,Stray,12,Stray
2021-05-26,Sheila,Dog,Mixed Breed (Medium),Female,Tan,24,No,Yes,Adoption,2021-05-19,Stray,7,Stray
2021-08-11,Curly,Dog,Mixed Breed (Small),Male,White,36,Yes,No,Adoption,2021-08-04,Stray,7,Stray
2021-08-11,Walter,Dog,Mixed Breed (Medium),Male,Brown,37,Yes,No,Adoption,2021-07-25,Return,17,Return
2021-08-11,Moe,Dog,Mixed Breed (Small),Male,Buff,36,Yes,No,Adoption,2021-08-04,Stray,7,Stray
2021-08-11,Jim Halpert,Dog,Mixed Breed (Large),Male,Blond,12,No,Yes,Adoption,2021-08-05,Stray,6,Stray
2021-08-11,Blonca,Dog,Mixed Breed (Large),Female,Black,108,Yes,Yes,Adoption,2021-07-20,Owner/Guardian Surrender,22,Owner/Guardian Surrender
2021-11-24,Captain Hook,Dog,Mixed Breed (Medium),Male,Black,61,Yes,No,Adoption,2021-10-24,Stray,31,Stray
2021-11-24,Elin,Dog,Mixed Breed (Medium),Female,Grey,38,No,Yes,Adoption,2021-11-16,Transfer In,8,Transfer In
2021-11-24,Furiosa,Dog,Mixed Breed (Small),Female,Grey,5,Yes,No,Adoption,2021-11-18,Stray,6,Stray
2021-11-24,Cooper,Dog,Mixed Breed (Large),Male,Brown,83,No,Yes,Return to Owner/Guardian,2021-11-23,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-07-15,Mickey,Dog,Mixed Breed (Medium),Male,Black,25,Yes,No,Adoption,2021-07-09,Stray,6,Stray
2021-07-15,Walter,Dog,Mixed Breed (Medium),Male,Brown,36,Yes,No,Adoption,2021-06-25,Stray,20,Stray
2021-07-15,Betsy,Dog,Mixed Breed (Medium),Female,White,55,No,Yes,Adoption,2021-06-14,Stray,31,Stray
2021-07-15,Luz,Dog,Mixed Breed (Medium),Male,White,60,Yes,No,Adoption,2021-07-03,Stray,12,Stray
2021-07-15,Floki,Dog,Mixed Breed (Small),Male,Black,12,Yes,No,Adoption,2021-07-10,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-07-15,Sand Storm,Dog,Mixed Breed (Large),Male,Grey,41,Yes,No,Adoption,2021-06-19,Stray,26,Stray
2021-07-15,Sheebs,Dog,Mixed Breed (Small),Female,Tan,24,Yes,No,Adoption,2021-07-08,Stray,7,Stray
2021-06-27,Storm,Dog,Mixed Breed (Large),Female,Grey,36,Yes,No,Adoption,2021-06-21,Stray,6,Stray
2021-06-27,Snowball,Dog,Mixed Breed (Medium),Female,White,24,No,Yes,Adoption,2021-06-21,Return,6,Return
2021-06-27,Kalua,Dog,Mixed Breed (Medium),Female,Grey,24,Yes,No,Adoption,2021-06-26,Return,1,Return
2021-06-27,Fawn,Dog,Mixed Breed (Small),Male,Brindle,10,Yes,No,Adoption,2021-06-18,Stray,9,Stray
2021-10-18,Chicken Noodle Casserole,Dog,Mixed Breed (Medium),Female,Brown,17,Yes,No,Adoption,2021-07-20,Stray,90,Stray
2021-10-18,Donkey Kong,Dog,Mixed Breed (Large),Male,Black,36,Yes,No,Return to Owner/Guardian,2021-10-17,Stray,1,Stray
2021-10-18,Ruby,Dog,Mixed Breed (Medium),Female,White,84,No,Yes,Return to Owner/Guardian,2021-10-17,Stray,1,Stray
2021-10-18,Frankenweenie,Dog,Mixed Breed (Medium),Male,White,18,Yes,No,Adoption,2021-10-13,Return,5,Return
2021-10-18,Lil Homie,Dog,Mixed Breed (Small),Male,Black,12,No,Yes,Return to Owner/Guardian,2021-10-14,Stray,4,Stray
2021-05-17,Copper,Dog,Mixed Breed (Medium),Male,White,94,Yes,No,Adoption,2021-05-10,Owner/Guardian Surrender,7,Owner/Guardian Surrender
2021-05-17,Lena,Dog,Mixed Breed (Medium),Female,White,36,No,Yes,Adoption,2021-05-12,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2021-05-17,Watson,Dog,Mixed Breed (Small),Male,Brown,78,Yes,No,Adoption,2021-05-11,Stray,6,Stray
2021-06-12,BooBoo,Dog,Mixed Breed (Medium),Male,White,38,Yes,No,Adoption,2021-05-26,Owner/Guardian Surrender,17,Owner/Guardian Surrender
2021-06-12,Snowball,Dog,Mixed Breed (Medium),Female,White,24,No,Yes,Adoption,2021-06-06,Stray,6,Stray
2021-06-12,Harper,Dog,Mixed Breed (Medium),Female,Grey,8,Yes,No,Adoption,2021-06-03,Stray,9,Stray
2021-06-12,Edgar,Dog,Mixed Breed (Small),Male,Grey,48,No,Yes,Adoption,2021-06-05,Stray,7,Stray
2021-06-12,Gilbert,Dog,Mixed Breed (Small),Male,Brown,120,Yes,No,Adoption,2021-06-06,Stray,6,Stray
2021-05-06,Tad,Dog,Mixed Breed (Medium),Male,Black,24,No,Yes,Adoption,2021-05-06,Transfer In,0,Transfer In
2021-05-06,Andre Cisco,Dog,Mixed Breed (Medium),Female,Brown,24,No,Yes,Adoption,2021-05-04,Transfer In,2,Transfer In
2021-05-06,Vidalia,Dog,Mixed Breed (Medium),Female,Brown,60,No,Yes,Adoption,2021-05-04,Transfer In,2,Transfer In
2021-05-06,Zeus,Dog,Mixed Breed (Medium),Male,Black,36,Yes,No,Adoption,2021-05-03,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-05-06,Raul,Dog,Mixed Breed (Large),Male,Grey,12,Yes,No,Adoption,2021-05-03,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-05-06,Lady,Dog,Mixed Breed (Medium),Female,Tan,12,Yes,No,Adoption,2021-05-04,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-05-06,Ghost,Dog,Mixed Breed (Medium),Female,Blond,24,No,Yes,Adoption,2021-05-06,Transfer In,0,Transfer In
2021-05-06,Nova,Dog,Mixed Breed (Large),Male,Black,27,No,Yes,Adoption,2021-04-29,Stray,7,Stray
2021-05-06,Hoss,Dog,Mixed Breed (Medium),Male,Brown,24,No,Yes,Adoption,2021-04-26,Return,10,Return
2021-05-06,Fern,Dog,Mixed Breed (Small),Male,Apricot,60,No,Yes,Adoption,2021-04-29,Stray,7,Stray
2021-05-06,Andromeda,Dog,Mixed Breed (Medium),Female,Black,24,No,Yes,Adoption,2021-05-04,Transfer In,2,Transfer In
2021-05-06,Beau,Dog,Mixed Breed (Medium),Male,Black,101,Yes,No,Return to Owner/Guardian,2021-05-03,Stray,3,Stray
2021-09-22,Precious Baby,Dog,Mixed Breed (Medium),Female,Brown,53,No,Yes,Adoption,2021-09-07,Stray,15,Stray
2021-09-22,Mable,Dog,Mixed Breed (Medium),Female,Tan,12,Yes,Unknown,Adoption,2021-09-16,Stray,6,Stray
2021-09-22,Tobiko,Dog,Mixed Breed (Large),Male,White,62,No,Yes,Adoption,2021-09-21,Transfer In,1,Transfer In
2021-09-22,Angelic,Dog,Mixed Breed (Small),Female,Tan,120,No,Yes,Adoption,2021-09-16,Stray,6,Stray
2021-09-22,Richard,Dog,Mixed Breed (Small),Male,Black,120,No,No,Return to Owner/Guardian,2021-09-20,Stray,2,Stray
2021-05-13,Bocephus,Dog,Mixed Breed (Medium),Male,Brown,120,No,Yes,Adoption,2021-05-01,Stray,12,Stray
2021-05-13,Rey Rey,Dog,Mixed Breed (Medium),Female,Grey,54,Yes,No,Adoption,2021-05-03,Stray,10,Stray
2021-05-13,Pedro,Dog,Mixed Breed (Small),Male,Tan,106,No,Yes,Adoption,2021-04-13,Owner/Guardian Surrender,30,Owner/Guardian Surrender
2021-05-13,Russell,Dog,Mixed Breed (Large),Male,Tan,60,No,Yes,Return to Owner/Guardian,2021-05-08,Stray,5,Stray
2021-05-13,Choco,Dog,Mixed Breed (Large),Male,White,25,No,Yes,Adoption,2021-05-12,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-05-13,Seymore,Dog,Mixed Breed (Large),Male,White,30,No,Yes,Return to Owner/Guardian,2021-05-11,Stray,2,Stray
2021-05-13,Barnaby,Dog,Mixed Breed (Medium),Male,Brown,27,Yes,No,Adoption,2021-05-07,Stray,6,Stray
2021-05-13,Fenway,Dog,Mixed Breed (Medium),Male,Yellow,24,Yes,No,Adoption,2021-05-07,Stray,6,Stray
2021-05-13,Isabella,Dog,Mixed Breed (Small),Female,Tan,37,No,Yes,Adoption,2021-04-13,Owner/Guardian Surrender,30,Owner/Guardian Surrender
2021-05-13,Nilla Wafer,Dog,Mixed Breed (Small),Female,Yellow,3,Yes,No,Adoption,2021-05-10,Stray,3,Stray
2021-05-11,Chica Linda,Dog,Mixed Breed (Medium),Female,Black,6,Yes,No,Adoption,2021-05-06,Stray,5,Stray
2021-05-11,Harry,Dog,Mixed Breed (Large),Male,Black,24,No,No,Adoption,2021-05-03,Stray,8,Stray
2021-05-11,Kirby,Dog,Mixed Breed (Small),Male,White,48,No,Yes,Return to Owner/Guardian,2021-05-10,Stray,1,Stray
2021-05-11,Daisy Mea Johnson,Dog,Mixed Breed (Medium),Female,Tan,11,Yes,No,Return to Owner/Guardian,2021-04-30,Stray,11,Stray
2021-05-30,Favor,Dog,Mixed Breed (Medium),Female,Black,48,No,Yes,Adoption,2021-05-28,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-05-30,Oscar,Dog,Mixed Breed (Medium),Male,Tan,31,Yes,No,Adoption,2021-05-29,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-05-30,Azazel,Dog,Mixed Breed (Medium),Male,Tan,21,Yes,No,Adoption,2021-05-24,Stray,6,Stray
2021-05-30,Pisa,Dog,Mixed Breed (Medium),Male,Brindle,24,No,Yes,Adoption,2021-05-22,Return,8,Return
2021-05-30,Angel,Dog,Mixed Breed (Medium),Female,Tan,24,Yes,No,Adoption,2021-05-27,Return,3,Return
2021-05-30,Betty,Dog,Mixed Breed (Small),Female,Black,4,Yes,No,Return to Owner/Guardian,2021-05-18,Owner/Guardian Surrender,12,Owner/Guardian Surrender
2021-05-30,Chocolate Chip,Dog,Mixed Breed (Medium),Male,Black,19,Yes,No,Adoption,2021-05-24,Stray,6,Stray
2021-05-31,Onyx,Dog,Mixed Breed (Large),Male,Black,25,Yes,No,Adoption,2021-05-30,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-05-31,Sable,Dog,Mixed Breed (Small),Female,Black,40,Yes,No,Adoption,2021-05-25,Stray,6,Stray
2021-08-06,Nyla,Dog,Mixed Breed (Medium),Female,Brindle,6,Yes,No,Adoption,2021-08-02,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2021-08-06,Matty Moo,Dog,Mixed Breed (Small),Male,White,50,No,Yes,Adoption,2021-07-31,Stray,6,Stray
2021-08-06,Rocky,Dog,Mixed Breed (Medium),Male,Grey,27,No,Yes,Adoption,2021-07-29,Transfer In,8,Transfer In
2021-08-06,Patty,Dog,Mixed Breed (Small),Female,Black,22,Yes,No,Adoption,2021-07-31,Stray,6,Stray
2021-08-06,Roo,Dog,Mixed Breed (Large),Male,Black,24,No,Yes,Adoption,2021-08-05,Return,1,Return
2021-08-06,Dakota,Dog,Mixed Breed (Large),Male,Black,37,No,Yes,Adoption,2021-08-02,Return,4,Return
2021-08-06,Chicken,Dog,Mixed Breed (Medium),Male,Black,24,Yes,No,Adoption,2021-07-31,Stray,6,Stray
2021-08-06,Pepper,Dog,Mixed Breed (Small),Female,Black,72,Yes,Unknown,Adoption,2021-07-29,Stray,8,Stray
2021-08-06,Belle,Dog,Mixed Breed (Medium),Female,Black,60,Yes,No,Adoption,2021-07-31,Stray,6,Stray
2021-08-06,Amigo,Dog,Mixed Breed (Large),Male,Black,25,No,Yes,Adoption,2021-07-22,Transfer In,15,Transfer In
2021-08-21,Bailey,Dog,Mixed Breed (Small),Male,Grey,159,No,Yes,Adoption,2021-08-02,Stray,19,Stray
2021-08-21,Chet,Dog,Mixed Breed (Medium),Male,Brown,12,Yes,No,Adoption,2021-08-15,Stray,6,Stray
2021-08-21,Kane,Dog,Mixed Breed (Large),Male,White,24,No,Yes,Adoption,2021-08-20,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-08-21,Cupcake,Dog,Mixed Breed (Medium),Female,Brown,74,No,Yes,Adoption,2021-05-25,Stray,88,Stray
2021-08-21,Scooby-Doo,Dog,Mixed Breed (Medium),Male,Tan,12,Yes,No,Adoption,2021-08-15,Stray,6,Stray
2021-08-21,Levi,Dog,Mixed Breed (Medium),Male,White,132,No,Yes,Adoption,2021-08-03,Return,18,Return
2021-08-21,Bubba,Dog,Mixed Breed (Small),Male,Black,72,No,Yes,Return to Owner/Guardian,2021-08-20,Stray,1,Stray
2021-08-21,Radha,Dog,Mixed Breed (Small),Female,White,24,No,Yes,Adoption,2021-08-15,Stray,6,Stray
2021-08-21,Moxie,Dog,Mixed Breed (Medium),Female,Brown,24,Yes,No,Adoption,2021-08-15,Stray,6,Stray
2021-08-21,Bassa,Dog,Mixed Breed (Medium),Female,White,36,No,Yes,Adoption,2021-08-01,Stray,20,Stray
2021-08-21,Gypsy,Dog,Mixed Breed (Medium),Female,Black,61,No,Yes,Adoption,2021-08-07,Return,14,Return
2021-08-21,Leonard,Dog,Mixed Breed (Medium),Male,Tan,7,Yes,No,Adoption,2021-08-15,Stray,6,Stray
2021-08-21,Brandie,Dog,Mixed Breed (Small),Female,White,216,No,Yes,Return to Owner/Guardian,2021-08-15,Stray,6,Stray
2021-09-04,Freddie,Dog,Mixed Breed (Medium),Female,Brown,13,Yes,No,Adoption,2021-08-26,Return,9,Return
2021-09-04,Starry,Dog,Mixed Breed (Medium),Female,White,9,No,Yes,Adoption,2021-08-28,Stray,7,Stray
2021-09-04,Moose Man,Dog,Mixed Breed (Medium),Male,Black,40,Yes,No,Adoption,2021-08-19,Stray,16,Stray
2021-09-04,Sampson,Dog,Mixed Breed (Large),Male,Black,75,No,Yes,Adoption,2021-08-31,Transfer In,4,Transfer In
2021-09-04,Elfie,Dog,Mixed Breed (Medium),Female,Brown,9,No,Yes,Adoption,2021-09-02,Transfer In,2,Transfer In
2021-09-04,Hattie,Dog,Mixed Breed (Medium),Female,Black,13,No,Yes,Adoption,2021-08-29,Transfer In,6,Transfer In
2021-09-04,Whistle,Dog,Mixed Breed (Medium),Male,Tan,14,No,Yes,Adoption,2021-08-30,Transfer In,5,Transfer In
2021-09-04,Kira,Dog,Mixed Breed (Large),Female,Brown,84,No,Yes,Return to Owner/Guardian,2021-09-03,Return,1,Return
2021-09-04,Aegon,Dog,Mixed Breed (Large),Male,Black,48,Yes,No,Adoption,2021-08-29,Stray,6,Stray
2021-09-04,Daenerys,Dog,Mixed Breed (Medium),Female,Brown,12,Yes,No,Adoption,2021-08-29,Stray,6,Stray
2022-05-12,Mocha,Dog,Mixed Breed (Large),Male,Brindle,25,Yes,No,Adoption,2022-04-03,Stray,39,Stray
2022-05-12,Lima,Dog,Mixed Breed (Medium),Female,White,2,Yes,No,Adoption,2022-05-10,Stray,2,Stray
2022-05-12,Kimchi,Dog,Mixed Breed (Medium),Female,Grey,30,Yes,No,Adoption,2022-05-07,Stray,5,Stray
2022-05-12,Lily,Dog,Mixed Breed (Large),Female,Brown,24,No,Yes,Adoption,2022-05-09,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2022-05-12,Fun Size,Dog,Mixed Breed (Medium),Female,White,12,Yes,No,Adoption,2022-05-07,Stray,5,Stray
2022-05-12,Lucky,Dog,Mixed Breed (Medium),Male,Black,42,Yes,No,Adoption,2022-05-08,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2022-05-12,Oriole,Dog,Mixed Breed (Small),Male,Grey,5,Yes,No,Adoption,2022-04-26,Stray,16,Stray
2022-05-12,Jabberwock,Dog,Mixed Breed (Small),Male,Buff,2,Yes,No,Adoption,2022-05-10,Transfer In,2,Transfer In
2022-05-12,Bandersnatch,Dog,Mixed Breed (Small),Male,Buff,2,Yes,No,Adoption,2022-05-10,Transfer In,2,Transfer In
2022-05-12,Xena,Dog,Mixed Breed (Medium),Female,Brown,24,Yes,No,Adoption,2022-05-06,Stray,6,Stray
2022-05-12,Sachi,Dog,Mixed Breed (Medium),Female,Tan,8,Yes,No,Adoption,2022-05-06,Stray,6,Stray
2022-05-12,Cheshire,Dog,Mixed Breed (Small),Female,Buff,2,Yes,No,Adoption,2022-05-10,Transfer In,2,Transfer In
2021-06-06,Hank,Dog,Mixed Breed (Medium),Male,Tan,30,No,Yes,Adoption,2021-06-05,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2021-06-06,Scrappy,Dog,Mixed Breed (Medium),Male,Black,24,No,Yes,Adoption,2021-05-18,Transfer In,19,Transfer In
2021-06-06,Baby Hank,Dog,Mixed Breed (Large),Male,Brown,31,Yes,Yes,Adoption,2021-05-23,Stray,14,Stray
2021-06-06,Lucas,Dog,Mixed Breed (Small),Male,Black,144,No,Yes,Return to Owner/Guardian,2021-06-04,Stray,2,Stray
2021-06-06,Bourbon,Dog,Mixed Breed (Small),Male,Tan,12,Yes,No,Adoption,2021-05-30,Stray,7,Stray
2021-06-06,Leonard Funk,Dog,Mixed Breed (Medium),Female,Brindle,17,No,Yes,Adoption,2021-05-30,Stray,7,Stray
2021-05-08,Niko,Dog,Mixed Breed (Large),Male,Tan,95,No,Yes,Adoption,2021-03-11,Owner/Guardian Surrender,58,Owner/Guardian Surrender
2021-05-08,Monterey Jack,Dog,Mixed Breed (Medium),Male,Black,3,Yes,No,Adoption,2021-05-06,Transfer In,2,Transfer In
2021-05-08,Bella,Dog,Mixed Breed (Medium),Female,Black,3,Yes,Unknown,Adoption,2021-05-06,Transfer In,2,Transfer In
2021-05-08,Kara,Dog,Mixed Breed (Medium),Female,White,24,Yes,No,Adoption,2021-05-02,Stray,6,Stray
2021-05-08,Parmesan,Dog,Mixed Breed (Medium),Female,Brown,3,Yes,No,Adoption,2021-05-06,Transfer In,2,Transfer In
2021-05-08,Ellie,Dog,Mixed Breed (Small),Male,Brown,48,Yes,No,Adoption,2021-05-01,Owner/Guardian Surrender,7,Owner/Guardian Surrender
2021-05-08,Blue Cheese,Dog,Mixed Breed (Medium),Female,Black,3,Yes,No,Adoption,2021-05-06,Transfer In,2,Transfer In
2021-05-08,Ricotta,Dog,Mixed Breed (Medium),Female,Black,3,Yes,No,Adoption,2021-05-06,Transfer In,2,Transfer In
2021-05-08,Sheldon,Dog,Mixed Breed (Large),Male,Tan,109,No,Yes,Adoption,2021-03-28,Owner/Guardian Surrender,41,Owner/Guardian Surrender
2021-05-08,Cyclone,Dog,Mixed Breed (Medium),Male,Brindle,36,Yes,No,Adoption,2021-04-16,Stray,22,Stray
2021-05-20,Gremlin,Dog,Mixed Breed (Small),Male,White,80,No,Yes,Adoption,2021-05-17,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-05-20,Snow White,Dog,Mixed Breed (Small),Female,White,2,Yes,No,Adoption,2021-05-15,Stray,5,Stray
2021-05-20,Sleepy,Dog,Mixed Breed (Small),Female,White,2,Yes,No,Adoption,2021-05-15,Stray,5,Stray
2021-05-20,Wallace,Dog,Mixed Breed (Large),Male,Black,104,Yes,No,Adoption,2021-04-25,Return,25,Return
2021-05-20,Bandit,Dog,Mixed Breed (Large),Male,Blue,52,Yes,No,Return to Owner/Guardian,2021-05-19,Stray,1,Stray
2021-05-20,Bashful,Dog,Mixed Breed (Small),Female,White,2,Yes,No,Adoption,2021-05-15,Stray,5,Stray
2021-05-20,Brutus,Dog,Mixed Breed (Medium),Male,Black,14,Yes,No,Adoption,2021-05-14,Stray,6,Stray
2021-05-20,Happy,Dog,Mixed Breed (Small),Male,White,2,Yes,No,Adoption,2021-05-15,Stray,5,Stray
2021-05-20,Princess,Dog,Mixed Breed (Medium),Female,Brown,60,Yes,No,Adoption,2021-04-28,Owner/Guardian Surrender,22,Owner/Guardian Surrender
2021-05-20,Fleetwood Mutt,Dog,Mixed Breed (Large),Female,Sable,24,Yes,No,Adoption,2021-05-14,Transfer In,6,Transfer In
2021-05-20,Princess Kate,Dog,Mixed Breed (Large),Female,Tan,42,No,Yes,Adoption,2021-05-14,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2021-05-20,Charlie,Dog,Mixed Breed (Small),Male,Grey,36,Yes,No,Return to Owner/Guardian,2021-05-17,Stray,3,Stray
2021-09-21,Tyson,Dog,Mixed Breed (Medium),Male,Grey,7,Yes,No,Adoption,2021-09-15,Stray,6,Stray
2021-09-21,Louie,Dog,Mixed Breed (Large),Male,Tan,104,No,Yes,Return to Owner/Guardian,2021-09-21,Stray,0,Stray
2021-09-21,Polo,Dog,Mixed Breed (Medium),Male,Black,3,Yes,No,Adoption,2021-09-19,Stray,2,Stray
2021-09-21,Bumblebee,Dog,Mixed Breed (Medium),Male,Tan,30,Yes,No,Adoption,2021-09-15,Stray,6,Stray
2021-09-21,Brownie,Dog,Mixed Breed (Large),Male,Brown,13,Yes,No,Adoption,2021-08-11,Owner/Guardian Surrender,41,Owner/Guardian Surrender
2021-06-23,Doodles,Dog,Mixed Breed (Large),Female,Black,14,No,Yes,Adoption,2021-06-13,Owner/Guardian Surrender,10,Owner/Guardian Surrender
2021-06-23,Sophie,Dog,Mixed Breed (Medium),Female,Buff,48,Yes,No,Adoption,2021-06-17,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2021-06-23,Maeve,Dog,Mixed Breed (Small),Female,Brown,11,Yes,No,Adoption,2021-06-13,Stray,10,Stray
2021-06-23,Salsa,Dog,Mixed Breed (Medium),Male,Tan,36,Yes,Unknown,Adoption,2021-06-07,Stray,16,Stray
2021-06-05,Emory Pike,Dog,Mixed Breed (Small),Female,Brindle,2,Yes,No,Adoption,2021-05-31,Stray,5,Stray
2021-06-05,Fizbo,Dog,Mixed Breed (Small),Male,Tan,120,Yes,Yes,Adoption,2021-05-25,Stray,11,Stray
2021-06-05,Demon,Dog,Mixed Breed (Large),Male,Black,24,No,Yes,Return to Owner/Guardian,2021-06-04,Stray,1,Stray
2021-06-05,Charles Deglopper,Dog,Mixed Breed (Small),Female,Brindle,2,Yes,No,Adoption,2021-05-31,Stray,5,Stray
2021-06-05,John Towle,Dog,Mixed Breed (Small),Male,Brindle,2,Yes,No,Adoption,2021-05-31,Stray,5,Stray
2021-06-05,Alvin York,Dog,Mixed Breed (Small),Male,Brindle,2,Yes,No,Adoption,2021-05-31,Stray,5,Stray
2021-08-24,Squidward,Dog,Mixed Breed (Medium),Male,Black,84,No,Yes,Adoption,2021-08-16,Stray,8,Stray
2021-08-24,Little Rascal,Dog,Mixed Breed (Small),Male,Tan,36,No,Yes,Adoption,2021-08-11,Stray,13,Stray
2021-08-24,Luna,Dog,Mixed Breed (Medium),Female,Black,36,Yes,No,Adoption,2021-08-12,Stray,12,Stray
2021-08-24,Levi,Dog,Mixed Breed (Large),Male,Black,25,No,Yes,Adoption,2021-08-24,Transfer In,0,Transfer In
2021-08-24,Rubble,Dog,Mixed Breed (Large),Male,Brown,12,Yes,No,Adoption,2021-08-16,Stray,8,Stray
2021-08-24,Chance,Dog,Mixed Breed (Medium),Male,White,37,No,Yes,Adoption,2021-08-12,Transfer In,12,Transfer In
2021-08-24,Tauris,Dog,Mixed Breed (Medium),Female,Black,84,No,Yes,Return to Owner/Guardian,2021-08-22,Stray,2,Stray
2021-09-06,Mandy,Dog,Mixed Breed (Medium),Female,Black,43,No,Yes,Adoption,2021-09-05,Return,1,Return
2021-09-06,Macchiato,Dog,Mixed Breed (Large),Male,Brown,29,No,Yes,Adoption,2021-09-02,Transfer In,4,Transfer In
2021-09-06,Panuci,Dog,Mixed Breed (Medium),Female,Black,12,Yes,No,Adoption,2021-08-31,Stray,6,Stray
2021-09-06,Nana,Dog,Mixed Breed (Medium),Female,Grey,37,No,Yes,Adoption,2021-09-02,Transfer In,4,Transfer In
2021-09-06,Bacon,Dog,Mixed Breed (Large),Male,Black,37,Yes,No,Adoption,2021-08-10,Return,27,Return
2021-09-06,Mocha,Dog,Mixed Breed (Medium),Female,Fawn,21,Yes,No,Adoption,2021-09-04,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2021-09-13,Psyduck,Dog,Mixed Breed (Large),Male,White,24,No,Yes,Adoption,2021-09-07,Transfer In,6,Transfer In
2021-09-13,MoeJoe,Dog,Mixed Breed (Large),Male,Brown,36,Yes,No,Return to Owner/Guardian,2021-08-19,Owner/Guardian Surrender,25,Owner/Guardian Surrender
2021-09-13,Hank,Dog,Mixed Breed (Large),Male,Grey,58,No,Yes,Adoption,2021-08-22,Owner/Guardian Surrender,22,Owner/Guardian Surrender
2021-09-13,Luca,Dog,Mixed Breed (Medium),Male,Buff,60,No,Yes,Adoption,2021-09-10,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2021-09-13,Nova,Dog,Mixed Breed (Medium),Female,Grey,25,Yes,Yes,Adoption,2021-09-10,Return,3,Return
2021-09-13,Dodge Charger,Dog,Mixed Breed (Large),Male,Tan,15,Yes,No,Adoption,2021-09-07,Stray,6,Stray
2021-09-13,Raptor,Dog,Mixed Breed (Small),Male,White,12,No,No,Adoption,2021-09-07,Stray,6,Stray
2021-09-05,Luke,Dog,Mixed Breed (Medium),Male,Brown,124,No,Yes,Adoption,2021-08-27,Return,9,Return
2021-09-05,Roxy,Dog,Mixed Breed (Medium),Female,Black,28,No,Yes,Adoption,2021-08-16,Stray,20,Stray
